1,189088.51,0.102
2,188732.91,0.171
3,186399.03,0.238
4,186399.03,0.305
5,185534.49,0.371
6,184846.41,0.439
7,183718.20,0.504
8,183718.20,0.572
9,183718.20,0.648
10,183275.99,0.716
11,183275.99,0.790
12,181746.12,0.863
13,180829.99,0.932
14,180829.99,1.002
15,180348.50,1.076
16,180248.40,1.148
17,179539.39,1.223
18,179086.08,1.293
19,179086.08,1.366
20,178911.51,1.453
21,177212.36,1.537
22,177212.36,1.631
23,177212.36,1.710
24,177212.36,1.779
25,177146.83,1.849
26,177146.83,1.918
27,175995.39,1.999
28,175995.39,2.082
29,175177.33,2.153
30,175124.78,2.226
31,174860.20,2.297
32,174698.29,2.366
33,174465.96,2.440
34,174005.47,2.521
35,173646.62,2.592
36,172814.86,2.666
37,172069.57,2.740
38,172069.57,2.812
39,171694.54,2.879
40,171694.54,2.950
41,171694.54,3.023
42,171048.93,3.092
43,171048.93,3.167
44,170662.24,3.235
45,170662.24,3.305
46,170662.24,3.382
47,170415.77,3.462
48,169856.94,3.557
49,169644.97,3.634
50,168090.53,3.707
51,168090.53,3.789
52,168090.53,3.856
53,168082.18,3.926
54,168082.18,3.996
55,167921.78,4.065
56,167756.88,4.133
57,166472.56,4.201
58,166472.56,4.280
59,166472.56,4.368
60,165932.80,4.439
61,165932.80,4.508
62,165932.80,4.592
63,165932.80,4.667
64,165429.22,4.741
65,165429.22,4.814
66,165424.14,4.883
67,165003.79,4.955
68,163645.48,5.027
69,163645.48,5.094
70,163645.48,5.164
71,163302.70,5.234
72,162458.69,5.307
73,162458.69,5.380
74,162323.81,5.457
75,162323.81,5.526
76,161935.86,5.599
77,161935.86,5.670
78,161791.99,5.741
79,161511.75,5.811
80,160656.83,5.881
81,160656.83,5.953
82,160450.38,6.022
83,160251.67,6.091
84,159283.14,6.161
85,159283.14,6.253
86,158829.35,6.323
87,158829.35,6.399
88,158129.46,6.472
89,158129.46,6.550
90,158129.46,6.622
91,158129.46,6.701
92,157768.54,6.776
93,157768.54,6.856
94,157514.43,6.935
95,156908.64,7.014
96,156908.64,7.087
97,156885.99,7.161
98,156780.09,7.232
99,156662.53,7.301
100,156377.99,7.372
101,156048.73,7.442
102,155916.11,7.514
103,155676.49,7.583
104,155288.93,7.652
105,155204.85,7.724
106,155049.17,7.794
107,154258.94,7.862
108,154258.94,7.940
109,154258.94,8.016
110,154249.97,8.084
111,154177.17,8.155
112,153932.95,8.223
113,153415.43,8.293
114,153315.71,8.360
115,152915.73,8.427
116,152841.60,8.497
117,152036.66,8.566
118,152036.66,8.633
119,152036.66,8.700
120,152036.66,8.767
121,151774.63,8.835
122,150787.17,8.902
123,150787.17,8.986
124,150716.31,9.064
125,150716.31,9.153
126,150716.31,9.251
127,149933.47,9.332
128,149933.47,9.422
129,149933.47,9.517
130,149500.69,9.592
131,149500.69,9.678
132,149500.69,9.763
133,149374.17,9.834
134,149374.17,9.904
135,148931.44,9.981
136,148931.44,10.048
137,148653.85,10.118
138,148416.34,10.187
139,148416.34,10.256
140,148104.39,10.325
141,148104.39,10.398
142,147685.21,10.464
143,147685.21,10.532
144,147466.59,10.602
145,147046.86,10.672
146,146955.19,10.741
147,146556.94,10.810
148,146556.94,10.878
149,146556.94,10.944
150,146449.74,11.010
151,146449.74,11.077
152,146408.29,11.145
153,146200.84,11.212
154,146200.84,11.291
155,145406.01,11.360
156,145396.69,11.427
157,145396.69,11.495
158,145396.69,11.563
159,145396.69,11.633
