1,2790337,198.343
2,2790337,434.061
3,2790337,669.625
4,2788122,905.366
5,2788122,1140.924
6,2788122,1376.601
7,2788122,1612.236
8,2788122,1847.802
9,2788122,2083.378
10,2788122,2319.024
11,2788035,2554.554
12,2788035,2790.110
13,2788035,3025.736
14,2788035,3261.287
15,2788035,3496.780
16,2788035,3732.528
17,2788035,3968.047
18,2779670,4203.623
19,2774726,4439.403
20,2773797,4675.154
21,2755435,4910.809
22,2755049,5146.373
23,2732388,5381.903
24,2711667,5617.629
25,2654145,5853.348
26,2608449,6088.843
27,2530428,6324.372
28,2416581,6559.833
29,2241415,6795.283
30,2012094,7030.762
31,1731077,7266.142
32,1384720,7501.533
33,1025815,7736.953
34,734615,7972.362
35,544470,8207.771
36,460168,8442.974
37,426402,8678.017
38,397601,8914.150
39,389397,9149.365
40,384142,9384.475
41,371308,9619.702
42,371308,9855.053
43,368242,10090.383
44,361345,10325.631
45,361345,10560.862
46,359918,10796.170
47,358045,11031.636
48,357788,11266.915
49,355450,11502.281
50,353532,11737.716
51,351186,11973.174
52,351186,12208.572
53,349345,12444.060
54,344474,12679.484
55,344474,12914.873
56,344474,13150.469
57,344297,13385.978
58,340862,13621.540
59,340862,13857.125
60,339777,14092.708
61,336083,14328.250
62,336083,14563.860
63,335972,14799.366
64,335684,15034.976
65,335035,15270.497
66,333347,15506.046
67,333347,15741.758
68,333021,15977.288
69,331644,16212.967
70,330929,16448.599
71,330090,16684.260
72,330090,16919.928
73,330090,17155.685
74,328073,17391.296
75,328073,17626.996
76,327263,17862.795
77,326952,18098.702
78,326952,18334.385
79,326814,18570.049
80,326614,18805.737
81,324647,19041.313
82,324647,19276.951
83,324647,19512.657
84,324647,19748.372
85,323552,19984.059
86,322442,20219.711
87,322442,20455.331
88,322442,20691.020
89,322442,20926.542
90,321267,21162.221
91,321267,21397.793
92,321267,21633.401
93,321267,21868.856
94,321267,22104.452
95,321267,22339.937
96,321267,22575.559
97,319794,22810.980
98,319794,23046.468
99,319794,23281.975
100,319794,23517.493
101,319575,23752.891
102,319557,23988.319
103,319493,24223.726
104,319200,24459.100
105,319200,24694.564
106,319200,24930.017
107,319131,25165.436
108,319131,25401.008
109,318864,25636.385
110,318864,25871.825
111,318864,26107.345
112,318864,26342.793
113,318864,26578.423
114,318677,26813.932
115,318677,27049.446
116,318677,27284.980
117,318677,27520.426
118,318677,27755.858
119,318677,27991.504
120,318625,28227.073
121,317487,28462.555
122,317487,28698.021
123,317487,28933.507
124,317487,29168.955
125,317487,29404.352
126,317487,29639.707
127,317487,29875.127
128,317487,30110.514
129,317487,30345.949
130,317487,30581.349
131,317487,30818.776
132,317487,31054.332
133,317487,31289.778
134,317487,31525.476
135,317487,31761.052
136,317310,31996.552
137,317310,32232.286
138,317310,32467.899
139,317050,32703.513
140,316701,32939.089
141,316672,33174.624
142,316672,33410.325
143,316672,33645.827
144,316589,33881.489
145,316312,34117.061
146,316312,34352.765
147,316292,34588.173
148,316292,34823.863
149,316292,35059.553
150,316292,35294.995
151,316292,35530.566
152,316132,35766.179
153,316132,36001.689
154,316132,36237.223
155,316132,36472.727
156,316132,36708.331
157,316132,36943.795
158,316132,37179.310
159,316132,37414.871
160,316132,37650.521
161,316132,37886.147
162,316132,38121.644
163,316132,38357.201
164,316046,38592.827
165,316046,38828.505
166,316046,39064.060
167,316046,39299.607
168,316046,39535.064
169,316046,39770.663
170,316046,40006.167
171,316046,40241.649
172,316046,40477.249
173,316046,40712.845
174,316046,40948.382
175,316046,41183.973
176,316046,41419.566
177,316046,41655.039
178,316046,41890.586
179,315725,42126.083
180,315725,42361.640
181,315725,42597.063
182,315712,42832.509
183,315712,43067.940
184,315712,43303.302
185,315712,43538.877
186,315584,43774.385
187,315584,44009.750
188,315584,44245.174
189,315584,44480.676
190,315584,44716.130
191,315584,44951.489
192,315584,45186.930
193,315584,45422.438
194,315584,45657.782
195,315584,45893.325
196,315584,46128.602
197,315584,46364.040
198,315293,46599.417
199,315293,46834.834
200,315293,47070.276
