1,6321.65,0.004
2,6321.65,0.007
3,6099.83,0.010
4,6099.83,0.013
5,5978.77,0.016
6,5883.65,0.019
7,5762.39,0.022
8,5762.39,0.024
9,5716.04,0.027
10,5682.41,0.030
11,5622.39,0.033
12,5465.89,0.035
13,5465.89,0.038
14,5400.43,0.041
15,5321.62,0.044
16,5311.69,0.046
17,5311.69,0.049
18,5311.69,0.052
19,5253.58,0.054
20,5179.55,0.057
21,5179.55,0.060
22,5179.55,0.062
23,5179.55,0.065
24,5179.55,0.068
25,5080.26,0.070
26,5080.26,0.073
27,5080.26,0.076
28,5080.26,0.078
29,4874.50,0.081
30,4873.02,0.084
31,4873.02,0.086
32,4873.02,0.089
33,4850.96,0.092
34,4842.16,0.095
35,4842.16,0.098
36,4765.63,0.100
37,4765.63,0.103
38,4739.42,0.106
39,4736.52,0.108
40,4702.99,0.111
41,4603.20,0.114
42,4603.20,0.116
43,4563.74,0.119
44,4563.74,0.121
45,4563.74,0.124
46,4563.74,0.127
47,4558.97,0.129
48,4558.97,0.132
49,4547.29,0.135
50,4451.37,0.137
51,4451.37,0.140
52,4451.37,0.142
53,4408.32,0.145
54,4408.32,0.148
55,4408.32,0.150
56,4328.60,0.153
57,4328.60,0.156
58,4328.60,0.158
59,4328.60,0.161
60,4328.60,0.163
61,4277.02,0.166
62,4272.39,0.169
63,4241.76,0.171
64,4241.76,0.174
65,4241.76,0.177
66,4239.11,0.179
67,4205.43,0.182
68,4132.51,0.185
69,4052.76,0.187
70,4023.31,0.190
71,4014.67,0.193
72,4014.67,0.195
73,4014.67,0.198
74,3942.51,0.200
75,3942.51,0.203
76,3891.81,0.206
77,3891.81,0.208
78,3882.29,0.211
79,3882.29,0.213
80,3765.68,0.216
81,3765.68,0.219
82,3765.68,0.221
83,3765.68,0.224
84,3765.68,0.226
85,3765.68,0.229
86,3746.59,0.232
87,3746.59,0.234
88,3628.84,0.237
89,3628.84,0.240
90,3628.84,0.242
91,3628.84,0.245
92,3628.84,0.247
93,3628.84,0.250
94,3625.56,0.252
95,3625.56,0.255
96,3592.06,0.257
97,3586.81,0.260
98,3586.81,0.263
99,3586.81,0.265
100,3550.30,0.268
101,3550.30,0.271
102,3532.52,0.273
103,3532.22,0.276
104,3531.66,0.278
105,3497.73,0.281
106,3489.92,0.284
107,3489.92,0.286
108,3489.92,0.289
109,3482.69,0.293
110,3482.69,0.296
111,3468.08,0.299
112,3468.08,0.302
113,3468.08,0.305
114,3428.21,0.308
115,3428.21,0.311
116,3428.21,0.314
117,3428.21,0.317
118,3421.31,0.319
119,3421.31,0.322
120,3421.31,0.324
121,3421.31,0.327
122,3421.31,0.329
123,3386.27,0.332
124,3386.27,0.334
125,3386.27,0.337
126,3354.95,0.339
127,3354.95,0.342
128,3354.95,0.344
129,3354.95,0.347
130,3354.95,0.349
131,3354.95,0.352
132,3354.95,0.354
133,3354.95,0.357
134,3354.95,0.359
135,3354.95,0.362
136,3354.95,0.364
137,3354.95,0.367
138,3354.95,0.369
139,3354.95,0.372
140,3354.95,0.374
141,3354.95,0.376
142,3354.95,0.379
143,3354.95,0.381
144,3354.95,0.384
145,3354.95,0.386
146,3354.95,0.389
147,3350.39,0.391
148,3336.84,0.394
149,3322.30,0.396
150,3322.30,0.399
151,3318.34,0.401
152,3318.34,0.404
153,3318.34,0.406
