Dataset Size,Number of Ants,Alpha,Beta,Evaporation,Q,Iterations,Result
100,30,1.00,5.00,0.90,11,200,1887.0
100,30,1.00,5.00,0.90,13,50,1942.0
100,30,1.00,5.00,0.90,13,100,1892.0
100,30,1.00,5.00,0.90,13,150,1860.0
100,30,1.00,5.00,0.90,13,200,1860.0
100,30,1.00,5.00,1.00,1,50,2151.0
100,30,1.00,5.00,1.00,1,100,2151.0
100,30,1.00,5.00,1.00,1,150,2151.0
100,30,1.00,5.00,1.00,1,200,2151.0
100,30,1.00,5.00,1.00,3,50,2167.0
100,30,1.00,5.00,1.00,3,100,2112.0
100,30,1.00,5.00,1.00,3,150,2112.0
100,30,1.00,5.00,1.00,3,200,2112.0
100,30,1.00,5.00,1.00,5,50,2164.0
100,30,1.00,5.00,1.00,5,100,2100.0
100,30,1.00,5.00,1.00,5,150,2100.0
100,30,1.00,5.00,1.00,5,200,2085.0
100,30,1.00,5.00,1.00,7,50,2183.0
100,30,1.00,5.00,1.00,7,100,2068.0
100,30,1.00,5.00,1.00,7,150,2038.0
100,30,1.00,5.00,1.00,7,200,2038.0
100,30,1.00,5.00,1.00,9,50,2124.0
100,30,1.00,5.00,1.00,9,100,2081.0
100,30,1.00,5.00,1.00,9,150,2047.0
100,30,1.00,5.00,1.00,9,200,2032.0
100,30,1.00,5.00,1.00,11,50,2118.0
100,30,1.00,5.00,1.00,11,100,2033.0
100,30,1.00,5.00,1.00,11,150,2000.0
100,30,1.00,5.00,1.00,11,200,2000.0
100,30,1.00,5.00,1.00,13,50,2109.0
100,30,1.00,5.00,1.00,13,100,2033.0
100,30,1.00,5.00,1.00,13,150,2016.0
100,30,1.00,5.00,1.00,13,200,1969.0
100,30,1.30,1.00,0.10,1,50,2109.0
100,30,1.30,1.00,0.10,1,100,2109.0
100,30,1.30,1.00,0.10,1,150,2109.0
100,30,1.30,1.00,0.10,1,200,2109.0
100,30,1.30,1.00,0.10,3,50,2083.0
100,30,1.30,1.00,0.10,3,100,2083.0
100,30,1.30,1.00,0.10,3,150,2083.0
100,30,1.30,1.00,0.10,3,200,2083.0
100,30,1.30,1.00,0.10,5,50,2115.0
100,30,1.30,1.00,0.10,5,100,2115.0
100,30,1.30,1.00,0.10,5,150,2115.0
100,30,1.30,1.00,0.10,5,200,2115.0
100,30,1.30,1.00,0.10,7,50,2048.0
100,30,1.30,1.00,0.10,7,100,2045.0
100,30,1.30,1.00,0.10,7,150,2045.0
100,30,1.30,1.00,0.10,7,200,2043.0
100,30,1.30,1.00,0.10,9,50,2121.0
100,30,1.30,1.00,0.10,9,100,2121.0
100,30,1.30,1.00,0.10,9,150,2121.0
100,30,1.30,1.00,0.10,9,200,2121.0
100,30,1.30,1.00,0.10,11,50,2121.0
100,30,1.30,1.00,0.10,11,100,2121.0
100,30,1.30,1.00,0.10,11,150,2121.0
100,30,1.30,1.00,0.10,11,200,2121.0
100,30,1.30,1.00,0.10,13,50,2226.0
100,30,1.30,1.00,0.10,13,100,2226.0
100,30,1.30,1.00,0.10,13,150,2226.0
100,30,1.30,1.00,0.10,13,200,2226.0
100,30,1.30,1.00,0.20,1,50,2080.0
100,30,1.30,1.00,0.20,1,100,2067.0
100,30,1.30,1.00,0.20,1,150,2067.0
100,30,1.30,1.00,0.20,1,200,2067.0
100,30,1.30,1.00,0.20,3,50,2093.0
100,30,1.30,1.00,0.20,3,100,2070.0
100,30,1.30,1.00,0.20,3,150,2070.0
100,30,1.30,1.00,0.20,3,200,2070.0
100,30,1.30,1.00,0.20,5,50,2223.0
100,30,1.30,1.00,0.20,5,100,2154.0
100,30,1.30,1.00,0.20,5,150,2154.0
100,30,1.30,1.00,0.20,5,200,2154.0
100,30,1.30,1.00,0.20,7,50,2005.0
100,30,1.30,1.00,0.20,7,100,2005.0
100,30,1.30,1.00,0.20,7,150,2005.0
100,30,1.30,1.00,0.20,7,200,2005.0
100,30,1.30,1.00,0.20,9,50,2108.0
100,30,1.30,1.00,0.20,9,100,2108.0
100,30,1.30,1.00,0.20,9,150,2108.0
100,30,1.30,1.00,0.20,9,200,2108.0
100,30,1.30,1.00,0.20,11,50,2110.0
100,30,1.30,1.00,0.20,11,100,2110.0
100,30,1.30,1.00,0.20,11,150,2110.0
100,30,1.30,1.00,0.20,11,200,2110.0
100,30,1.30,1.00,0.20,13,50,2030.0
100,30,1.30,1.00,0.20,13,100,2030.0
100,30,1.30,1.00,0.20,13,150,2030.0
100,30,1.30,1.00,0.20,13,200,2030.0
100,30,1.30,1.00,0.30,1,50,2023.0
100,30,1.30,1.00,0.30,1,100,2019.0
100,30,1.30,1.00,0.30,1,150,2019.0
100,30,1.30,1.00,0.30,1,200,2019.0
100,30,1.30,1.00,0.30,3,50,2054.0
100,30,1.30,1.00,0.30,3,100,2054.0
100,30,1.30,1.00,0.30,3,150,2054.0
100,30,1.30,1.00,0.30,3,200,2054.0
100,30,1.30,1.00,0.30,5,50,2058.0
100,30,1.30,1.00,0.30,5,100,2002.0
100,30,1.30,1.00,0.30,5,150,2002.0
100,30,1.30,1.00,0.30,5,200,2002.0
100,30,1.30,1.00,0.30,7,50,2019.0
100,30,1.30,1.00,0.30,7,100,2017.0
100,30,1.30,1.00,0.30,7,150,2017.0
100,30,1.30,1.00,0.30,7,200,2017.0
100,30,1.30,1.00,0.30,9,50,2052.0
100,30,1.30,1.00,0.30,9,100,2052.0
100,30,1.30,1.00,0.30,9,150,2052.0
100,30,1.30,1.00,0.30,9,200,2052.0
100,30,1.30,1.00,0.30,11,50,2043.0
100,30,1.30,1.00,0.30,11,100,1999.0
100,30,1.30,1.00,0.30,11,150,1986.0
100,30,1.30,1.00,0.30,11,200,1982.0
100,30,1.30,1.00,0.30,13,50,2054.0
100,30,1.30,1.00,0.30,13,100,2054.0
100,30,1.30,1.00,0.30,13,150,2054.0
100,30,1.30,1.00,0.30,13,200,2054.0
100,30,1.30,1.00,0.40,1,50,2084.0
100,30,1.30,1.00,0.40,1,100,2081.0
100,30,1.30,1.00,0.40,1,150,2081.0
100,30,1.30,1.00,0.40,1,200,2081.0
100,30,1.30,1.00,0.40,3,50,2066.0
100,30,1.30,1.00,0.40,3,100,2035.0
100,30,1.30,1.00,0.40,3,150,2035.0
100,30,1.30,1.00,0.40,3,200,2035.0
100,30,1.30,1.00,0.40,5,50,2096.0
100,30,1.30,1.00,0.40,5,100,2047.0
100,30,1.30,1.00,0.40,5,150,2047.0
100,30,1.30,1.00,0.40,5,200,2047.0
100,30,1.30,1.00,0.40,7,50,2033.0
100,30,1.30,1.00,0.40,7,100,2023.0
100,30,1.30,1.00,0.40,7,150,2021.0
100,30,1.30,1.00,0.40,7,200,2021.0
100,30,1.30,1.00,0.40,9,50,2043.0
100,30,1.30,1.00,0.40,9,100,2008.0
100,30,1.30,1.00,0.40,9,150,2008.0
100,30,1.30,1.00,0.40,9,200,2008.0
100,30,1.30,1.00,0.40,11,50,2059.0
100,30,1.30,1.00,0.40,11,100,2030.0
100,30,1.30,1.00,0.40,11,150,2030.0
100,30,1.30,1.00,0.40,11,200,2030.0
100,30,1.30,1.00,0.40,13,50,2116.0
100,30,1.30,1.00,0.40,13,100,2116.0
100,30,1.30,1.00,0.40,13,150,2116.0
100,30,1.30,1.00,0.40,13,200,2116.0
100,30,1.30,1.00,0.50,1,50,2079.0
100,30,1.30,1.00,0.50,1,100,2035.0
100,30,1.30,1.00,0.50,1,150,2035.0
100,30,1.30,1.00,0.50,1,200,2035.0
100,30,1.30,1.00,0.50,3,50,2057.0
100,30,1.30,1.00,0.50,3,100,2057.0
100,30,1.30,1.00,0.50,3,150,2057.0
100,30,1.30,1.00,0.50,3,200,2057.0
100,30,1.30,1.00,0.50,5,50,2022.0
100,30,1.30,1.00,0.50,5,100,2010.0
100,30,1.30,1.00,0.50,5,150,2010.0
100,30,1.30,1.00,0.50,5,200,1991.0
100,30,1.30,1.00,0.50,7,50,2080.0
100,30,1.30,1.00,0.50,7,100,2077.0
100,30,1.30,1.00,0.50,7,150,2072.0
100,30,1.30,1.00,0.50,7,200,2072.0
100,30,1.30,1.00,0.50,9,50,2011.0
100,30,1.30,1.00,0.50,9,100,1987.0
100,30,1.30,1.00,0.50,9,150,1987.0
100,30,1.30,1.00,0.50,9,200,1987.0
100,30,1.30,1.00,0.50,11,50,2092.0
100,30,1.30,1.00,0.50,11,100,2074.0
100,30,1.30,1.00,0.50,11,150,2074.0
100,30,1.30,1.00,0.50,11,200,2074.0
100,30,1.30,1.00,0.50,13,50,1991.0
100,30,1.30,1.00,0.50,13,100,1986.0
100,30,1.30,1.00,0.50,13,150,1986.0
100,30,1.30,1.00,0.50,13,200,1986.0
100,30,1.30,1.00,0.60,1,50,2007.0
100,30,1.30,1.00,0.60,1,100,1959.0
100,30,1.30,1.00,0.60,1,150,1959.0
100,30,1.30,1.00,0.60,1,200,1959.0
100,30,1.30,1.00,0.60,3,50,2053.0
100,30,1.30,1.00,0.60,3,100,1999.0
100,30,1.30,1.00,0.60,3,150,1999.0
100,30,1.30,1.00,0.60,3,200,1999.0
100,30,1.30,1.00,0.60,5,50,2066.0
100,30,1.30,1.00,0.60,5,100,2034.0
100,30,1.30,1.00,0.60,5,150,2034.0
100,30,1.30,1.00,0.60,5,200,2034.0
100,30,1.30,1.00,0.60,7,50,2034.0
100,30,1.30,1.00,0.60,7,100,2003.0
100,30,1.30,1.00,0.60,7,150,2003.0
100,30,1.30,1.00,0.60,7,200,2003.0
100,30,1.30,1.00,0.60,9,50,2074.0
100,30,1.30,1.00,0.60,9,100,2056.0
100,30,1.30,1.00,0.60,9,150,2056.0
100,30,1.30,1.00,0.60,9,200,2056.0
100,30,1.30,1.00,0.60,11,50,1994.0
100,30,1.30,1.00,0.60,11,100,1929.0
100,30,1.30,1.00,0.60,11,150,1929.0
100,30,1.30,1.00,0.60,11,200,1929.0
100,30,1.30,1.00,0.60,13,50,1952.0
100,30,1.30,1.00,0.60,13,100,1952.0
100,30,1.30,1.00,0.60,13,150,1952.0
100,30,1.30,1.00,0.60,13,200,1952.0
100,30,1.30,1.00,0.70,1,50,2040.0
100,30,1.30,1.00,0.70,1,100,1920.0
100,30,1.30,1.00,0.70,1,150,1920.0
100,30,1.30,1.00,0.70,1,200,1920.0
100,30,1.30,1.00,0.70,3,50,2029.0
100,30,1.30,1.00,0.70,3,100,1893.0
100,30,1.30,1.00,0.70,3,150,1893.0
100,30,1.30,1.00,0.70,3,200,1893.0
100,30,1.30,1.00,0.70,5,50,2070.0
100,30,1.30,1.00,0.70,5,100,1967.0
100,30,1.30,1.00,0.70,5,150,1967.0
100,30,1.30,1.00,0.70,5,200,1967.0
100,30,1.30,1.00,0.70,7,50,1935.0
100,30,1.30,1.00,0.70,7,100,1901.0
100,30,1.30,1.00,0.70,7,150,1901.0
100,30,1.30,1.00,0.70,7,200,1901.0
100,30,1.30,1.00,0.70,9,50,2018.0
100,30,1.30,1.00,0.70,9,100,1939.0
100,30,1.30,1.00,0.70,9,150,1939.0
100,30,1.30,1.00,0.70,9,200,1939.0
100,30,1.30,1.00,0.70,11,50,2055.0
100,30,1.30,1.00,0.70,11,100,2044.0
100,30,1.30,1.00,0.70,11,150,2036.0
100,30,1.30,1.00,0.70,11,200,2036.0
100,30,1.30,1.00,0.70,13,50,2039.0
100,30,1.30,1.00,0.70,13,100,1993.0
100,30,1.30,1.00,0.70,13,150,1993.0
100,30,1.30,1.00,0.70,13,200,1993.0
100,30,1.30,1.00,0.80,1,50,2228.0
100,30,1.30,1.00,0.80,1,100,1984.0
100,30,1.30,1.00,0.80,1,150,1968.0
100,30,1.30,1.00,0.80,1,200,1968.0
100,30,1.30,1.00,0.80,3,50,2145.0
100,30,1.30,1.00,0.80,3,100,1907.0
100,30,1.30,1.00,0.80,3,150,1904.0
100,30,1.30,1.00,0.80,3,200,1904.0
100,30,1.30,1.00,0.80,5,50,2152.0
100,30,1.30,1.00,0.80,5,100,1976.0
100,30,1.30,1.00,0.80,5,150,1976.0
100,30,1.30,1.00,0.80,5,200,1976.0
100,30,1.30,1.00,0.80,7,50,2124.0
100,30,1.30,1.00,0.80,7,100,1885.0
100,30,1.30,1.00,0.80,7,150,1885.0
100,30,1.30,1.00,0.80,7,200,1885.0
100,30,1.30,1.00,0.80,9,50,2106.0
100,30,1.30,1.00,0.80,9,100,1895.0
100,30,1.30,1.00,0.80,9,150,1895.0
100,30,1.30,1.00,0.80,9,200,1895.0
100,30,1.30,1.00,0.80,11,50,2011.0
100,30,1.30,1.00,0.80,11,100,1913.0
100,30,1.30,1.00,0.80,11,150,1894.0
100,30,1.30,1.00,0.80,11,200,1894.0
100,30,1.30,1.00,0.80,13,50,2056.0
100,30,1.30,1.00,0.80,13,100,1923.0
100,30,1.30,1.00,0.80,13,150,1922.0
100,30,1.30,1.00,0.80,13,200,1922.0
100,30,1.30,1.00,0.90,1,50,4559.0
100,30,1.30,1.00,0.90,1,100,2133.0
100,30,1.30,1.00,0.90,1,150,2005.0
100,30,1.30,1.00,0.90,1,200,1960.0
100,30,1.30,1.00,0.90,3,50,4207.0
100,30,1.30,1.00,0.90,3,100,2112.0
100,30,1.30,1.00,0.90,3,150,1992.0
100,30,1.30,1.00,0.90,3,200,1942.0
100,30,1.30,1.00,0.90,5,50,3817.0
100,30,1.30,1.00,0.90,5,100,2052.0
100,30,1.30,1.00,0.90,5,150,1893.0
100,30,1.30,1.00,0.90,5,200,1871.0
100,30,1.30,1.00,0.90,7,50,3834.0
100,30,1.30,1.00,0.90,7,100,2050.0
100,30,1.30,1.00,0.90,7,150,1925.0
100,30,1.30,1.00,0.90,7,200,1888.0
100,30,1.30,1.00,0.90,9,50,3386.0
100,30,1.30,1.00,0.90,9,100,2040.0
100,30,1.30,1.00,0.90,9,150,1972.0
100,30,1.30,1.00,0.90,9,200,1900.0
100,30,1.30,1.00,0.90,11,50,3347.0
100,30,1.30,1.00,0.90,11,100,2009.0
100,30,1.30,1.00,0.90,11,150,1913.0
100,30,1.30,1.00,0.90,11,200,1896.0
100,30,1.30,1.00,0.90,13,50,3256.0
100,30,1.30,1.00,0.90,13,100,2030.0
100,30,1.30,1.00,0.90,13,150,1950.0
100,30,1.30,1.00,0.90,13,200,1893.0
100,30,1.30,1.00,1.00,1,50,4901.0
100,30,1.30,1.00,1.00,1,100,4852.0
100,30,1.30,1.00,1.00,1,150,4843.0
100,30,1.30,1.00,1.00,1,200,4743.0
100,30,1.30,1.00,1.00,3,50,4766.0
100,30,1.30,1.00,1.00,3,100,4766.0
100,30,1.30,1.00,1.00,3,150,4766.0
100,30,1.30,1.00,1.00,3,200,4633.0
100,30,1.30,1.00,1.00,5,50,4766.0
100,30,1.30,1.00,1.00,5,100,4766.0
100,30,1.30,1.00,1.00,5,150,4703.0
100,30,1.30,1.00,1.00,5,200,4703.0
100,30,1.30,1.00,1.00,7,50,4891.0
100,30,1.30,1.00,1.00,7,100,4578.0
100,30,1.30,1.00,1.00,7,150,4578.0
100,30,1.30,1.00,1.00,7,200,4578.0
100,30,1.30,1.00,1.00,9,50,4755.0
100,30,1.30,1.00,1.00,9,100,4639.0
100,30,1.30,1.00,1.00,9,150,4587.0
100,30,1.30,1.00,1.00,9,200,4486.0
100,30,1.30,1.00,1.00,11,50,4876.0
100,30,1.30,1.00,1.00,11,100,4793.0
100,30,1.30,1.00,1.00,11,150,4656.0
100,30,1.30,1.00,1.00,11,200,4364.0
100,30,1.30,1.00,1.00,13,50,4596.0
100,30,1.30,1.00,1.00,13,100,4596.0
100,30,1.30,1.00,1.00,13,150,4548.0
100,30,1.30,1.00,1.00,13,200,4312.0
100,30,1.30,1.50,0.10,1,50,2021.0
100,30,1.30,1.50,0.10,1,100,2005.0
100,30,1.30,1.50,0.10,1,150,2005.0
100,30,1.30,1.50,0.10,1,200,2005.0
100,30,1.30,1.50,0.10,3,50,2025.0
100,30,1.30,1.50,0.10,3,100,2025.0
100,30,1.30,1.50,0.10,3,150,2025.0
100,30,1.30,1.50,0.10,3,200,2025.0
100,30,1.30,1.50,0.10,5,50,1942.0
100,30,1.30,1.50,0.10,5,100,1942.0
100,30,1.30,1.50,0.10,5,150,1942.0
100,30,1.30,1.50,0.10,5,200,1942.0
100,30,1.30,1.50,0.10,7,50,2002.0
100,30,1.30,1.50,0.10,7,100,2002.0
100,30,1.30,1.50,0.10,7,150,2002.0
100,30,1.30,1.50,0.10,7,200,2002.0
100,30,1.30,1.50,0.10,9,50,2084.0
100,30,1.30,1.50,0.10,9,100,2084.0
100,30,1.30,1.50,0.10,9,150,2084.0
100,30,1.30,1.50,0.10,9,200,2084.0
100,30,1.30,1.50,0.10,11,50,2059.0
100,30,1.30,1.50,0.10,11,100,2059.0
100,30,1.30,1.50,0.10,11,150,2059.0
100,30,1.30,1.50,0.10,11,200,2059.0
100,30,1.30,1.50,0.10,13,50,1954.0
100,30,1.30,1.50,0.10,13,100,1954.0
100,30,1.30,1.50,0.10,13,150,1954.0
100,30,1.30,1.50,0.10,13,200,1954.0
100,30,1.30,1.50,0.20,1,50,1986.0
100,30,1.30,1.50,0.20,1,100,1986.0
100,30,1.30,1.50,0.20,1,150,1986.0
100,30,1.30,1.50,0.20,1,200,1986.0
100,30,1.30,1.50,0.20,3,50,1942.0
100,30,1.30,1.50,0.20,3,100,1942.0
100,30,1.30,1.50,0.20,3,150,1942.0
100,30,1.30,1.50,0.20,3,200,1942.0
100,30,1.30,1.50,0.20,5,50,1961.0
100,30,1.30,1.50,0.20,5,100,1952.0
100,30,1.30,1.50,0.20,5,150,1952.0
100,30,1.30,1.50,0.20,5,200,1952.0
100,30,1.30,1.50,0.20,7,50,2009.0
100,30,1.30,1.50,0.20,7,100,2009.0
100,30,1.30,1.50,0.20,7,150,2009.0
100,30,1.30,1.50,0.20,7,200,2009.0
100,30,1.30,1.50,0.20,9,50,1980.0
100,30,1.30,1.50,0.20,9,100,1975.0
100,30,1.30,1.50,0.20,9,150,1975.0
100,30,1.30,1.50,0.20,9,200,1975.0
100,30,1.30,1.50,0.20,11,50,1994.0
100,30,1.30,1.50,0.20,11,100,1994.0
100,30,1.30,1.50,0.20,11,150,1994.0
100,30,1.30,1.50,0.20,11,200,1994.0
100,30,1.30,1.50,0.20,13,50,2018.0
100,30,1.30,1.50,0.20,13,100,2018.0
100,30,1.30,1.50,0.20,13,150,2018.0
100,30,1.30,1.50,0.20,13,200,2008.0
100,30,1.30,1.50,0.30,1,50,1932.0
100,30,1.30,1.50,0.30,1,100,1932.0
100,30,1.30,1.50,0.30,1,150,1932.0
100,30,1.30,1.50,0.30,1,200,1932.0
100,30,1.30,1.50,0.30,3,50,1896.0
100,30,1.30,1.50,0.30,3,100,1896.0
100,30,1.30,1.50,0.30,3,150,1896.0
100,30,1.30,1.50,0.30,3,200,1896.0
100,30,1.30,1.50,0.30,5,50,1919.0
100,30,1.30,1.50,0.30,5,100,1919.0
100,30,1.30,1.50,0.30,5,150,1919.0
100,30,1.30,1.50,0.30,5,200,1919.0
100,30,1.30,1.50,0.30,7,50,1959.0
100,30,1.30,1.50,0.30,7,100,1947.0
100,30,1.30,1.50,0.30,7,150,1947.0
100,30,1.30,1.50,0.30,7,200,1947.0
100,30,1.30,1.50,0.30,9,50,2007.0
100,30,1.30,1.50,0.30,9,100,2007.0
100,30,1.30,1.50,0.30,9,150,2007.0
100,30,1.30,1.50,0.30,9,200,2004.0
100,30,1.30,1.50,0.30,11,50,2006.0
100,30,1.30,1.50,0.30,11,100,2006.0
100,30,1.30,1.50,0.30,11,150,2006.0
100,30,1.30,1.50,0.30,11,200,2006.0
100,30,1.30,1.50,0.30,13,50,1975.0
100,30,1.30,1.50,0.30,13,100,1958.0
100,30,1.30,1.50,0.30,13,150,1958.0
100,30,1.30,1.50,0.30,13,200,1958.0
100,30,1.30,1.50,0.40,1,50,1915.0
100,30,1.30,1.50,0.40,1,100,1915.0
100,30,1.30,1.50,0.40,1,150,1915.0
100,30,1.30,1.50,0.40,1,200,1915.0
100,30,1.30,1.50,0.40,3,50,1952.0
100,30,1.30,1.50,0.40,3,100,1952.0
100,30,1.30,1.50,0.40,3,150,1952.0
100,30,1.30,1.50,0.40,3,200,1952.0
100,30,1.30,1.50,0.40,5,50,1868.0
100,30,1.30,1.50,0.40,5,100,1868.0
100,30,1.30,1.50,0.40,5,150,1868.0
100,30,1.30,1.50,0.40,5,200,1868.0
100,30,1.30,1.50,0.40,7,50,2054.0
100,30,1.30,1.50,0.40,7,100,2054.0
100,30,1.30,1.50,0.40,7,150,2054.0
100,30,1.30,1.50,0.40,7,200,2054.0
100,30,1.30,1.50,0.40,9,50,1976.0
100,30,1.30,1.50,0.40,9,100,1956.0
100,30,1.30,1.50,0.40,9,150,1956.0
100,30,1.30,1.50,0.40,9,200,1956.0
100,30,1.30,1.50,0.40,11,50,1979.0
100,30,1.30,1.50,0.40,11,100,1959.0
100,30,1.30,1.50,0.40,11,150,1959.0
100,30,1.30,1.50,0.40,11,200,1959.0
100,30,1.30,1.50,0.40,13,50,1933.0
100,30,1.30,1.50,0.40,13,100,1933.0
100,30,1.30,1.50,0.40,13,150,1933.0
100,30,1.30,1.50,0.40,13,200,1933.0
100,30,1.30,1.50,0.50,1,50,1992.0
100,30,1.30,1.50,0.50,1,100,1976.0
100,30,1.30,1.50,0.50,1,150,1975.0
100,30,1.30,1.50,0.50,1,200,1954.0
100,30,1.30,1.50,0.50,3,50,1930.0
100,30,1.30,1.50,0.50,3,100,1917.0
100,30,1.30,1.50,0.50,3,150,1917.0
100,30,1.30,1.50,0.50,3,200,1915.0
100,30,1.30,1.50,0.50,5,50,1928.0
100,30,1.30,1.50,0.50,5,100,1919.0
100,30,1.30,1.50,0.50,5,150,1919.0
100,30,1.30,1.50,0.50,5,200,1919.0
100,30,1.30,1.50,0.50,7,50,1949.0
100,30,1.30,1.50,0.50,7,100,1949.0
100,30,1.30,1.50,0.50,7,150,1949.0
100,30,1.30,1.50,0.50,7,200,1949.0
100,30,1.30,1.50,0.50,9,50,1932.0
100,30,1.30,1.50,0.50,9,100,1916.0
100,30,1.30,1.50,0.50,9,150,1916.0
100,30,1.30,1.50,0.50,9,200,1916.0
100,30,1.30,1.50,0.50,11,50,1955.0
100,30,1.30,1.50,0.50,11,100,1912.0
100,30,1.30,1.50,0.50,11,150,1900.0
100,30,1.30,1.50,0.50,11,200,1900.0
100,30,1.30,1.50,0.50,13,50,1976.0
100,30,1.30,1.50,0.50,13,100,1976.0
100,30,1.30,1.50,0.50,13,150,1976.0
100,30,1.30,1.50,0.50,13,200,1976.0
100,30,1.30,1.50,0.60,1,50,1955.0
100,30,1.30,1.50,0.60,1,100,1946.0
100,30,1.30,1.50,0.60,1,150,1946.0
100,30,1.30,1.50,0.60,1,200,1946.0
100,30,1.30,1.50,0.60,3,50,1871.0
100,30,1.30,1.50,0.60,3,100,1852.0
100,30,1.30,1.50,0.60,3,150,1852.0
100,30,1.30,1.50,0.60,3,200,1852.0
100,30,1.30,1.50,0.60,5,50,1895.0
100,30,1.30,1.50,0.60,5,100,1895.0
100,30,1.30,1.50,0.60,5,150,1895.0
100,30,1.30,1.50,0.60,5,200,1895.0
100,30,1.30,1.50,0.60,7,50,1927.0
100,30,1.30,1.50,0.60,7,100,1927.0
100,30,1.30,1.50,0.60,7,150,1927.0
100,30,1.30,1.50,0.60,7,200,1927.0
100,30,1.30,1.50,0.60,9,50,1978.0
100,30,1.30,1.50,0.60,9,100,1937.0
100,30,1.30,1.50,0.60,9,150,1937.0
100,30,1.30,1.50,0.60,9,200,1918.0
100,30,1.30,1.50,0.60,11,50,1925.0
100,30,1.30,1.50,0.60,11,100,1925.0
100,30,1.30,1.50,0.60,11,150,1925.0
100,30,1.30,1.50,0.60,11,200,1925.0
100,30,1.30,1.50,0.60,13,50,1996.0
100,30,1.30,1.50,0.60,13,100,1971.0
100,30,1.30,1.50,0.60,13,150,1971.0
100,30,1.30,1.50,0.60,13,200,1971.0
100,30,1.30,1.50,0.70,1,50,1972.0
100,30,1.30,1.50,0.70,1,100,1908.0
100,30,1.30,1.50,0.70,1,150,1908.0
100,30,1.30,1.50,0.70,1,200,1908.0
100,30,1.30,1.50,0.70,3,50,1951.0
100,30,1.30,1.50,0.70,3,100,1918.0
100,30,1.30,1.50,0.70,3,150,1918.0
100,30,1.30,1.50,0.70,3,200,1918.0
100,30,1.30,1.50,0.70,5,50,1991.0
100,30,1.30,1.50,0.70,5,100,1974.0
100,30,1.30,1.50,0.70,5,150,1955.0
100,30,1.30,1.50,0.70,5,200,1942.0
100,30,1.30,1.50,0.70,7,50,1961.0
100,30,1.30,1.50,0.70,7,100,1927.0
100,30,1.30,1.50,0.70,7,150,1927.0
100,30,1.30,1.50,0.70,7,200,1927.0
100,30,1.30,1.50,0.70,9,50,1982.0
100,30,1.30,1.50,0.70,9,100,1959.0
100,30,1.30,1.50,0.70,9,150,1959.0
100,30,1.30,1.50,0.70,9,200,1959.0
100,30,1.30,1.50,0.70,11,50,1956.0
100,30,1.30,1.50,0.70,11,100,1931.0
100,30,1.30,1.50,0.70,11,150,1931.0
100,30,1.30,1.50,0.70,11,200,1931.0
100,30,1.30,1.50,0.70,13,50,1952.0
100,30,1.30,1.50,0.70,13,100,1921.0
100,30,1.30,1.50,0.70,13,150,1921.0
100,30,1.30,1.50,0.70,13,200,1921.0
100,30,1.30,1.50,0.80,1,50,2047.0
100,30,1.30,1.50,0.80,1,100,1905.0
100,30,1.30,1.50,0.80,1,150,1880.0
100,30,1.30,1.50,0.80,1,200,1880.0
100,30,1.30,1.50,0.80,3,50,2090.0
100,30,1.30,1.50,0.80,3,100,1906.0
100,30,1.30,1.50,0.80,3,150,1906.0
100,30,1.30,1.50,0.80,3,200,1903.0
100,30,1.30,1.50,0.80,5,50,2009.0
100,30,1.30,1.50,0.80,5,100,1841.0
100,30,1.30,1.50,0.80,5,150,1841.0
100,30,1.30,1.50,0.80,5,200,1841.0
100,30,1.30,1.50,0.80,7,50,1965.0
100,30,1.30,1.50,0.80,7,100,1900.0
100,30,1.30,1.50,0.80,7,150,1893.0
100,30,1.30,1.50,0.80,7,200,1877.0
100,30,1.30,1.50,0.80,9,50,2006.0
100,30,1.30,1.50,0.80,9,100,1863.0
100,30,1.30,1.50,0.80,9,150,1863.0
100,30,1.30,1.50,0.80,9,200,1863.0
100,30,1.30,1.50,0.80,11,50,1960.0
100,30,1.30,1.50,0.80,11,100,1865.0
100,30,1.30,1.50,0.80,11,150,1865.0
100,30,1.30,1.50,0.80,11,200,1865.0
100,30,1.30,1.50,0.80,13,50,2010.0
100,30,1.30,1.50,0.80,13,100,1940.0
100,30,1.30,1.50,0.80,13,150,1917.0
100,30,1.30,1.50,0.80,13,200,1917.0
100,30,1.30,1.50,0.90,1,50,3846.0
100,30,1.30,1.50,0.90,1,100,2004.0
100,30,1.30,1.50,0.90,1,150,1896.0
100,30,1.30,1.50,0.90,1,200,1896.0
100,30,1.30,1.50,0.90,3,50,3380.0
100,30,1.30,1.50,0.90,3,100,1925.0
100,30,1.30,1.50,0.90,3,150,1867.0
100,30,1.30,1.50,0.90,3,200,1867.0
100,30,1.30,1.50,0.90,5,50,2950.0
100,30,1.30,1.50,0.90,5,100,1931.0
100,30,1.30,1.50,0.90,5,150,1841.0
100,30,1.30,1.50,0.90,5,200,1823.0
100,30,1.30,1.50,0.90,7,50,2745.0
100,30,1.30,1.50,0.90,7,100,1930.0
100,30,1.30,1.50,0.90,7,150,1867.0
100,30,1.30,1.50,0.90,7,200,1867.0
100,30,1.30,1.50,0.90,9,50,2654.0
100,30,1.30,1.50,0.90,9,100,1935.0
100,30,1.30,1.50,0.90,9,150,1843.0
100,30,1.30,1.50,0.90,9,200,1836.0
100,30,1.30,1.50,0.90,11,50,2520.0
