Dataset Size,Number of Ants,Alpha,Beta,Evaporation,Q,Iterations,Result
100,30,0.10,3.50,0.80,11,50,2300.0
100,30,0.10,3.50,0.80,11,100,2300.0
100,30,0.10,3.50,0.80,11,150,2300.0
100,30,0.10,3.50,0.80,11,200,2300.0
100,30,0.10,3.50,0.80,13,50,2466.0
100,30,0.10,3.50,0.80,13,100,2333.0
100,30,0.10,3.50,0.80,13,150,2333.0
100,30,0.10,3.50,0.80,13,200,2333.0
100,30,0.10,3.50,0.90,1,50,2565.0
100,30,0.10,3.50,0.90,1,100,2460.0
100,30,0.10,3.50,0.90,1,150,2308.0
100,30,0.10,3.50,0.90,1,200,2308.0
100,30,0.10,3.50,0.90,3,50,2551.0
100,30,0.10,3.50,0.90,3,100,2490.0
100,30,0.10,3.50,0.90,3,150,2457.0
100,30,0.10,3.50,0.90,3,200,2322.0
100,30,0.10,3.50,0.90,5,50,2583.0
100,30,0.10,3.50,0.90,5,100,2460.0
100,30,0.10,3.50,0.90,5,150,2400.0
100,30,0.10,3.50,0.90,5,200,2400.0
100,30,0.10,3.50,0.90,7,50,2545.0
100,30,0.10,3.50,0.90,7,100,2483.0
100,30,0.10,3.50,0.90,7,150,2445.0
100,30,0.10,3.50,0.90,7,200,2444.0
100,30,0.10,3.50,0.90,9,50,2559.0
100,30,0.10,3.50,0.90,9,100,2481.0
100,30,0.10,3.50,0.90,9,150,2313.0
100,30,0.10,3.50,0.90,9,200,2313.0
100,30,0.10,3.50,0.90,11,50,2499.0
100,30,0.10,3.50,0.90,11,100,2462.0
100,30,0.10,3.50,0.90,11,150,2438.0
100,30,0.10,3.50,0.90,11,200,2322.0
100,30,0.10,3.50,0.90,13,50,2539.0
100,30,0.10,3.50,0.90,13,100,2488.0
100,30,0.10,3.50,0.90,13,150,2410.0
100,30,0.10,3.50,0.90,13,200,2322.0
100,30,0.10,3.50,1.00,1,50,2583.0
100,30,0.10,3.50,1.00,1,100,2554.0
100,30,0.10,3.50,1.00,1,150,2554.0
100,30,0.10,3.50,1.00,1,200,2510.0
100,30,0.10,3.50,1.00,3,50,2583.0
100,30,0.10,3.50,1.00,3,100,2562.0
100,30,0.10,3.50,1.00,3,150,2562.0
100,30,0.10,3.50,1.00,3,200,2562.0
100,30,0.10,3.50,1.00,5,50,2583.0
100,30,0.10,3.50,1.00,5,100,2562.0
100,30,0.10,3.50,1.00,5,150,2562.0
100,30,0.10,3.50,1.00,5,200,2551.0
100,30,0.10,3.50,1.00,7,50,2583.0
100,30,0.10,3.50,1.00,7,100,2562.0
100,30,0.10,3.50,1.00,7,150,2562.0
100,30,0.10,3.50,1.00,7,200,2545.0
100,30,0.10,3.50,1.00,9,50,2551.0
100,30,0.10,3.50,1.00,9,100,2551.0
100,30,0.10,3.50,1.00,9,150,2551.0
100,30,0.10,3.50,1.00,9,200,2516.0
100,30,0.10,3.50,1.00,11,50,2551.0
100,30,0.10,3.50,1.00,11,100,2528.0
100,30,0.10,3.50,1.00,11,150,2528.0
100,30,0.10,3.50,1.00,11,200,2516.0
100,30,0.10,3.50,1.00,13,50,2521.0
100,30,0.10,3.50,1.00,13,100,2521.0
100,30,0.10,3.50,1.00,13,150,2521.0
100,30,0.10,3.50,1.00,13,200,2516.0
100,30,0.10,4.00,0.10,1,50,2127.0
100,30,0.10,4.00,0.10,1,100,2116.0
100,30,0.10,4.00,0.10,1,150,2078.0
100,30,0.10,4.00,0.10,1,200,2078.0
100,30,0.10,4.00,0.10,3,50,2078.0
100,30,0.10,4.00,0.10,3,100,2078.0
100,30,0.10,4.00,0.10,3,150,2051.0
100,30,0.10,4.00,0.10,3,200,2051.0
100,30,0.10,4.00,0.10,5,50,2145.0
100,30,0.10,4.00,0.10,5,100,2096.0
100,30,0.10,4.00,0.10,5,150,2086.0
100,30,0.10,4.00,0.10,5,200,2086.0
100,30,0.10,4.00,0.10,7,50,2108.0
100,30,0.10,4.00,0.10,7,100,2085.0
100,30,0.10,4.00,0.10,7,150,2085.0
100,30,0.10,4.00,0.10,7,200,2051.0
100,30,0.10,4.00,0.10,9,50,2102.0
100,30,0.10,4.00,0.10,9,100,2102.0
100,30,0.10,4.00,0.10,9,150,2038.0
100,30,0.10,4.00,0.10,9,200,2038.0
100,30,0.10,4.00,0.10,11,50,2151.0
100,30,0.10,4.00,0.10,11,100,2079.0
100,30,0.10,4.00,0.10,11,150,2058.0
100,30,0.10,4.00,0.10,11,200,2058.0
100,30,0.10,4.00,0.10,13,50,2139.0
100,30,0.10,4.00,0.10,13,100,2085.0
100,30,0.10,4.00,0.10,13,150,2056.0
100,30,0.10,4.00,0.10,13,200,2056.0
100,30,0.10,4.00,0.20,1,50,2161.0
100,30,0.10,4.00,0.20,1,100,2087.0
100,30,0.10,4.00,0.20,1,150,2087.0
100,30,0.10,4.00,0.20,1,200,2087.0
100,30,0.10,4.00,0.20,3,50,2127.0
100,30,0.10,4.00,0.20,3,100,2127.0
100,30,0.10,4.00,0.20,3,150,2101.0
100,30,0.10,4.00,0.20,3,200,2101.0
100,30,0.10,4.00,0.20,5,50,2110.0
100,30,0.10,4.00,0.20,5,100,2110.0
100,30,0.10,4.00,0.20,5,150,2095.0
100,30,0.10,4.00,0.20,5,200,2052.0
100,30,0.10,4.00,0.20,7,50,2101.0
100,30,0.10,4.00,0.20,7,100,2101.0
100,30,0.10,4.00,0.20,7,150,2101.0
100,30,0.10,4.00,0.20,7,200,2101.0
100,30,0.10,4.00,0.20,9,50,2097.0
100,30,0.10,4.00,0.20,9,100,2097.0
100,30,0.10,4.00,0.20,9,150,2097.0
100,30,0.10,4.00,0.20,9,200,2097.0
100,30,0.10,4.00,0.20,11,50,2136.0
100,30,0.10,4.00,0.20,11,100,2105.0
100,30,0.10,4.00,0.20,11,150,2105.0
100,30,0.10,4.00,0.20,11,200,2077.0
100,30,0.10,4.00,0.20,13,50,2063.0
100,30,0.10,4.00,0.20,13,100,2061.0
100,30,0.10,4.00,0.20,13,150,2061.0
100,30,0.10,4.00,0.20,13,200,2061.0
100,30,0.10,4.00,0.30,1,50,2188.0
100,30,0.10,4.00,0.30,1,100,2167.0
100,30,0.10,4.00,0.30,1,150,2167.0
100,30,0.10,4.00,0.30,1,200,2136.0
100,30,0.10,4.00,0.30,3,50,2175.0
100,30,0.10,4.00,0.30,3,100,2151.0
100,30,0.10,4.00,0.30,3,150,2150.0
100,30,0.10,4.00,0.30,3,200,2150.0
100,30,0.10,4.00,0.30,5,50,2161.0
100,30,0.10,4.00,0.30,5,100,2129.0
100,30,0.10,4.00,0.30,5,150,2129.0
100,30,0.10,4.00,0.30,5,200,2057.0
100,30,0.10,4.00,0.30,7,50,2144.0
100,30,0.10,4.00,0.30,7,100,2144.0
100,30,0.10,4.00,0.30,7,150,2139.0
100,30,0.10,4.00,0.30,7,200,2116.0
100,30,0.10,4.00,0.30,9,50,2131.0
100,30,0.10,4.00,0.30,9,100,2131.0
100,30,0.10,4.00,0.30,9,150,2118.0
100,30,0.10,4.00,0.30,9,200,2078.0
100,30,0.10,4.00,0.30,11,50,2189.0
100,30,0.10,4.00,0.30,11,100,2144.0
100,30,0.10,4.00,0.30,11,150,2144.0
100,30,0.10,4.00,0.30,11,200,2103.0
100,30,0.10,4.00,0.30,13,50,2182.0
100,30,0.10,4.00,0.30,13,100,2102.0
100,30,0.10,4.00,0.30,13,150,2102.0
100,30,0.10,4.00,0.30,13,200,2102.0
100,30,0.10,4.00,0.40,1,50,2196.0
100,30,0.10,4.00,0.40,1,100,2161.0
100,30,0.10,4.00,0.40,1,150,2136.0
100,30,0.10,4.00,0.40,1,200,2136.0
100,30,0.10,4.00,0.40,3,50,2155.0
100,30,0.10,4.00,0.40,3,100,2111.0
100,30,0.10,4.00,0.40,3,150,2111.0
100,30,0.10,4.00,0.40,3,200,2111.0
100,30,0.10,4.00,0.40,5,50,2199.0
100,30,0.10,4.00,0.40,5,100,2128.0
100,30,0.10,4.00,0.40,5,150,2128.0
100,30,0.10,4.00,0.40,5,200,2128.0
100,30,0.10,4.00,0.40,7,50,2221.0
100,30,0.10,4.00,0.40,7,100,2136.0
100,30,0.10,4.00,0.40,7,150,2136.0
100,30,0.10,4.00,0.40,7,200,2136.0
100,30,0.10,4.00,0.40,9,50,2171.0
100,30,0.10,4.00,0.40,9,100,2153.0
100,30,0.10,4.00,0.40,9,150,2137.0
100,30,0.10,4.00,0.40,9,200,2125.0
100,30,0.10,4.00,0.40,11,50,2204.0
100,30,0.10,4.00,0.40,11,100,2157.0
100,30,0.10,4.00,0.40,11,150,2126.0
100,30,0.10,4.00,0.40,11,200,2125.0
100,30,0.10,4.00,0.40,13,50,2230.0
100,30,0.10,4.00,0.40,13,100,2133.0
100,30,0.10,4.00,0.40,13,150,2133.0
100,30,0.10,4.00,0.40,13,200,2133.0
100,30,0.10,4.00,0.50,1,50,2275.0
100,30,0.10,4.00,0.50,1,100,2175.0
100,30,0.10,4.00,0.50,1,150,2153.0
100,30,0.10,4.00,0.50,1,200,2153.0
100,30,0.10,4.00,0.50,3,50,2257.0
100,30,0.10,4.00,0.50,3,100,2195.0
100,30,0.10,4.00,0.50,3,150,2195.0
100,30,0.10,4.00,0.50,3,200,2127.0
100,30,0.10,4.00,0.50,5,50,2260.0
100,30,0.10,4.00,0.50,5,100,2206.0
100,30,0.10,4.00,0.50,5,150,2192.0
100,30,0.10,4.00,0.50,5,200,2173.0
100,30,0.10,4.00,0.50,7,50,2179.0
100,30,0.10,4.00,0.50,7,100,2179.0
100,30,0.10,4.00,0.50,7,150,2130.0
100,30,0.10,4.00,0.50,7,200,2130.0
100,30,0.10,4.00,0.50,9,50,2233.0
100,30,0.10,4.00,0.50,9,100,2195.0
100,30,0.10,4.00,0.50,9,150,2122.0
100,30,0.10,4.00,0.50,9,200,2122.0
100,30,0.10,4.00,0.50,11,50,2260.0
100,30,0.10,4.00,0.50,11,100,2178.0
100,30,0.10,4.00,0.50,11,150,2136.0
100,30,0.10,4.00,0.50,11,200,2136.0
100,30,0.10,4.00,0.50,13,50,2234.0
100,30,0.10,4.00,0.50,13,100,2208.0
100,30,0.10,4.00,0.50,13,150,2191.0
100,30,0.10,4.00,0.50,13,200,2189.0
100,30,0.10,4.00,0.60,1,50,2204.0
100,30,0.10,4.00,0.60,1,100,2204.0
100,30,0.10,4.00,0.60,1,150,2173.0
100,30,0.10,4.00,0.60,1,200,2173.0
100,30,0.10,4.00,0.60,3,50,2279.0
100,30,0.10,4.00,0.60,3,100,2221.0
100,30,0.10,4.00,0.60,3,150,2154.0
100,30,0.10,4.00,0.60,3,200,2146.0
100,30,0.10,4.00,0.60,5,50,2222.0
100,30,0.10,4.00,0.60,5,100,2221.0
100,30,0.10,4.00,0.60,5,150,2191.0
100,30,0.10,4.00,0.60,5,200,2184.0
100,30,0.10,4.00,0.60,7,50,2268.0
100,30,0.10,4.00,0.60,7,100,2224.0
100,30,0.10,4.00,0.60,7,150,2209.0
100,30,0.10,4.00,0.60,7,200,2194.0
100,30,0.10,4.00,0.60,9,50,2314.0
100,30,0.10,4.00,0.60,9,100,2206.0
100,30,0.10,4.00,0.60,9,150,2130.0
100,30,0.10,4.00,0.60,9,200,2130.0
100,30,0.10,4.00,0.60,11,50,2251.0
100,30,0.10,4.00,0.60,11,100,2195.0
100,30,0.10,4.00,0.60,11,150,2195.0
100,30,0.10,4.00,0.60,11,200,2176.0
100,30,0.10,4.00,0.60,13,50,2274.0
100,30,0.10,4.00,0.60,13,100,2213.0
100,30,0.10,4.00,0.60,13,150,2154.0
100,30,0.10,4.00,0.60,13,200,2154.0
100,30,0.10,4.00,0.70,1,50,2317.0
100,30,0.10,4.00,0.70,1,100,2211.0
100,30,0.10,4.00,0.70,1,150,2198.0
100,30,0.10,4.00,0.70,1,200,2171.0
100,30,0.10,4.00,0.70,3,50,2241.0
100,30,0.10,4.00,0.70,3,100,2217.0
100,30,0.10,4.00,0.70,3,150,2217.0
100,30,0.10,4.00,0.70,3,200,2155.0
100,30,0.10,4.00,0.70,5,50,2262.0
100,30,0.10,4.00,0.70,5,100,2211.0
100,30,0.10,4.00,0.70,5,150,2211.0
100,30,0.10,4.00,0.70,5,200,2161.0
100,30,0.10,4.00,0.70,7,50,2320.0
100,30,0.10,4.00,0.70,7,100,2255.0
100,30,0.10,4.00,0.70,7,150,2231.0
100,30,0.10,4.00,0.70,7,200,2208.0
100,30,0.10,4.00,0.70,9,50,2228.0
100,30,0.10,4.00,0.70,9,100,2211.0
100,30,0.10,4.00,0.70,9,150,2211.0
100,30,0.10,4.00,0.70,9,200,2207.0
100,30,0.10,4.00,0.70,11,50,2316.0
100,30,0.10,4.00,0.70,11,100,2223.0
100,30,0.10,4.00,0.70,11,150,2223.0
100,30,0.10,4.00,0.70,11,200,2223.0
100,30,0.10,4.00,0.70,13,50,2301.0
100,30,0.10,4.00,0.70,13,100,2192.0
100,30,0.10,4.00,0.70,13,150,2192.0
100,30,0.10,4.00,0.70,13,200,2192.0
100,30,0.10,4.00,0.80,1,50,2295.0
100,30,0.10,4.00,0.80,1,100,2261.0
100,30,0.10,4.00,0.80,1,150,2251.0
100,30,0.10,4.00,0.80,1,200,2251.0
100,30,0.10,4.00,0.80,3,50,2330.0
100,30,0.10,4.00,0.80,3,100,2158.0
100,30,0.10,4.00,0.80,3,150,2158.0
100,30,0.10,4.00,0.80,3,200,2158.0
100,30,0.10,4.00,0.80,5,50,2286.0
100,30,0.10,4.00,0.80,5,100,2208.0
100,30,0.10,4.00,0.80,5,150,2208.0
100,30,0.10,4.00,0.80,5,200,2208.0
100,30,0.10,4.00,0.80,7,50,2328.0
100,30,0.10,4.00,0.80,7,100,2309.0
100,30,0.10,4.00,0.80,7,150,2289.0
100,30,0.10,4.00,0.80,7,200,2227.0
100,30,0.10,4.00,0.80,9,50,2348.0
100,30,0.10,4.00,0.80,9,100,2153.0
100,30,0.10,4.00,0.80,9,150,2153.0
100,30,0.10,4.00,0.80,9,200,2153.0
100,30,0.10,4.00,0.80,11,50,2315.0
100,30,0.10,4.00,0.80,11,100,2262.0
100,30,0.10,4.00,0.80,11,150,2262.0
100,30,0.10,4.00,0.80,11,200,2168.0
100,30,0.10,4.00,0.80,13,50,2357.0
100,30,0.10,4.00,0.80,13,100,2273.0
100,30,0.10,4.00,0.80,13,150,2176.0
100,30,0.10,4.00,0.80,13,200,2176.0
100,30,0.10,4.00,0.90,1,50,2447.0
100,30,0.10,4.00,0.90,1,100,2381.0
100,30,0.10,4.00,0.90,1,150,2299.0
100,30,0.10,4.00,0.90,1,200,2188.0
100,30,0.10,4.00,0.90,3,50,2402.0
100,30,0.10,4.00,0.90,3,100,2356.0
100,30,0.10,4.00,0.90,3,150,2249.0
100,30,0.10,4.00,0.90,3,200,2246.0
100,30,0.10,4.00,0.90,5,50,2295.0
100,30,0.10,4.00,0.90,5,100,2295.0
100,30,0.10,4.00,0.90,5,150,2249.0
100,30,0.10,4.00,0.90,5,200,2242.0
100,30,0.10,4.00,0.90,7,50,2295.0
100,30,0.10,4.00,0.90,7,100,2252.0
100,30,0.10,4.00,0.90,7,150,2252.0
100,30,0.10,4.00,0.90,7,200,2252.0
100,30,0.10,4.00,0.90,9,50,2295.0
100,30,0.10,4.00,0.90,9,100,2295.0
100,30,0.10,4.00,0.90,9,150,2295.0
100,30,0.10,4.00,0.90,9,200,2223.0
100,30,0.10,4.00,0.90,11,50,2425.0
100,30,0.10,4.00,0.90,11,100,2309.0
100,30,0.10,4.00,0.90,11,150,2309.0
100,30,0.10,4.00,0.90,11,200,2272.0
100,30,0.10,4.00,0.90,13,50,2391.0
100,30,0.10,4.00,0.90,13,100,2217.0
100,30,0.10,4.00,0.90,13,150,2205.0
100,30,0.10,4.00,0.90,13,200,2205.0
100,30,0.10,4.00,1.00,1,50,2375.0
100,30,0.10,4.00,1.00,1,100,2327.0
100,30,0.10,4.00,1.00,1,150,2327.0
100,30,0.10,4.00,1.00,1,200,2327.0
100,30,0.10,4.00,1.00,3,50,2375.0
100,30,0.10,4.00,1.00,3,100,2375.0
100,30,0.10,4.00,1.00,3,150,2285.0
100,30,0.10,4.00,1.00,3,200,2285.0
100,30,0.10,4.00,1.00,5,50,2375.0
100,30,0.10,4.00,1.00,5,100,2375.0
100,30,0.10,4.00,1.00,5,150,2375.0
100,30,0.10,4.00,1.00,5,200,2349.0
100,30,0.10,4.00,1.00,7,50,2375.0
100,30,0.10,4.00,1.00,7,100,2362.0
100,30,0.10,4.00,1.00,7,150,2362.0
100,30,0.10,4.00,1.00,7,200,2362.0
100,30,0.10,4.00,1.00,9,50,2375.0
100,30,0.10,4.00,1.00,9,100,2375.0
100,30,0.10,4.00,1.00,9,150,2375.0
100,30,0.10,4.00,1.00,9,200,2375.0
100,30,0.10,4.00,1.00,11,50,2376.0
100,30,0.10,4.00,1.00,11,100,2376.0
100,30,0.10,4.00,1.00,11,150,2376.0
100,30,0.10,4.00,1.00,11,200,2375.0
100,30,0.10,4.00,1.00,13,50,2376.0
100,30,0.10,4.00,1.00,13,100,2376.0
100,30,0.10,4.00,1.00,13,150,2376.0
100,30,0.10,4.00,1.00,13,200,2365.0
100,30,0.10,4.50,0.10,1,50,2045.0
100,30,0.10,4.50,0.10,1,100,2027.0
100,30,0.10,4.50,0.10,1,150,2027.0
100,30,0.10,4.50,0.10,1,200,2025.0
100,30,0.10,4.50,0.10,3,50,2060.0
100,30,0.10,4.50,0.10,3,100,2002.0
100,30,0.10,4.50,0.10,3,150,2002.0
100,30,0.10,4.50,0.10,3,200,2002.0
100,30,0.10,4.50,0.10,5,50,2013.0
100,30,0.10,4.50,0.10,5,100,2013.0
100,30,0.10,4.50,0.10,5,150,2013.0
100,30,0.10,4.50,0.10,5,200,2010.0
100,30,0.10,4.50,0.10,7,50,2065.0
100,30,0.10,4.50,0.10,7,100,2055.0
100,30,0.10,4.50,0.10,7,150,2028.0
100,30,0.10,4.50,0.10,7,200,1990.0
100,30,0.10,4.50,0.10,9,50,2082.0
100,30,0.10,4.50,0.10,9,100,2070.0
100,30,0.10,4.50,0.10,9,150,2043.0
100,30,0.10,4.50,0.10,9,200,2043.0
100,30,0.10,4.50,0.10,11,50,2046.0
100,30,0.10,4.50,0.10,11,100,2032.0
100,30,0.10,4.50,0.10,11,150,2004.0
100,30,0.10,4.50,0.10,11,200,2004.0
100,30,0.10,4.50,0.10,13,50,2049.0
100,30,0.10,4.50,0.10,13,100,2007.0
100,30,0.10,4.50,0.10,13,150,2007.0
100,30,0.10,4.50,0.10,13,200,2007.0
100,30,0.10,4.50,0.20,1,50,2021.0
100,30,0.10,4.50,0.20,1,100,2021.0
100,30,0.10,4.50,0.20,1,150,2021.0
100,30,0.10,4.50,0.20,1,200,2021.0
100,30,0.10,4.50,0.20,3,50,2079.0
100,30,0.10,4.50,0.20,3,100,2062.0
100,30,0.10,4.50,0.20,3,150,2049.0
100,30,0.10,4.50,0.20,3,200,2049.0
100,30,0.10,4.50,0.20,5,50,2071.0
100,30,0.10,4.50,0.20,5,100,2071.0
100,30,0.10,4.50,0.20,5,150,2031.0
100,30,0.10,4.50,0.20,5,200,2031.0
100,30,0.10,4.50,0.20,7,50,2099.0
100,30,0.10,4.50,0.20,7,100,2041.0
100,30,0.10,4.50,0.20,7,150,2041.0
100,30,0.10,4.50,0.20,7,200,2004.0
100,30,0.10,4.50,0.20,9,50,2075.0
100,30,0.10,4.50,0.20,9,100,2038.0
100,30,0.10,4.50,0.20,9,150,2038.0
100,30,0.10,4.50,0.20,9,200,2038.0
100,30,0.10,4.50,0.20,11,50,2080.0
100,30,0.10,4.50,0.20,11,100,2049.0
100,30,0.10,4.50,0.20,11,150,2049.0
100,30,0.10,4.50,0.20,11,200,2049.0
100,30,0.10,4.50,0.20,13,50,2076.0
100,30,0.10,4.50,0.20,13,100,2049.0
100,30,0.10,4.50,0.20,13,150,2048.0
100,30,0.10,4.50,0.20,13,200,2048.0
100,30,0.10,4.50,0.30,1,50,2117.0
100,30,0.10,4.50,0.30,1,100,2085.0
100,30,0.10,4.50,0.30,1,150,2038.0
100,30,0.10,4.50,0.30,1,200,2015.0
100,30,0.10,4.50,0.30,3,50,2061.0
100,30,0.10,4.50,0.30,3,100,2012.0
100,30,0.10,4.50,0.30,3,150,2012.0
100,30,0.10,4.50,0.30,3,200,2012.0
100,30,0.10,4.50,0.30,5,50,2106.0
100,30,0.10,4.50,0.30,5,100,2106.0
100,30,0.10,4.50,0.30,5,150,2085.0
100,30,0.10,4.50,0.30,5,200,2050.0
100,30,0.10,4.50,0.30,7,50,2076.0
100,30,0.10,4.50,0.30,7,100,2076.0
100,30,0.10,4.50,0.30,7,150,2066.0
100,30,0.10,4.50,0.30,7,200,2066.0
100,30,0.10,4.50,0.30,9,50,2108.0
100,30,0.10,4.50,0.30,9,100,2095.0
100,30,0.10,4.50,0.30,9,150,2068.0
100,30,0.10,4.50,0.30,9,200,2068.0
100,30,0.10,4.50,0.30,11,50,2083.0
100,30,0.10,4.50,0.30,11,100,2042.0
100,30,0.10,4.50,0.30,11,150,2042.0
100,30,0.10,4.50,0.30,11,200,2042.0
100,30,0.10,4.50,0.30,13,50,2064.0
100,30,0.10,4.50,0.30,13,100,2064.0
100,30,0.10,4.50,0.30,13,150,2064.0
100,30,0.10,4.50,0.30,13,200,2041.0
100,30,0.10,4.50,0.40,1,50,2126.0
100,30,0.10,4.50,0.40,1,100,2107.0
100,30,0.10,4.50,0.40,1,150,2099.0
100,30,0.10,4.50,0.40,1,200,2086.0
100,30,0.10,4.50,0.40,3,50,2118.0
100,30,0.10,4.50,0.40,3,100,2005.0
100,30,0.10,4.50,0.40,3,150,2005.0
100,30,0.10,4.50,0.40,3,200,2005.0
100,30,0.10,4.50,0.40,5,50,2098.0
100,30,0.10,4.50,0.40,5,100,2098.0
100,30,0.10,4.50,0.40,5,150,2066.0
100,30,0.10,4.50,0.40,5,200,2066.0
100,30,0.10,4.50,0.40,7,50,2120.0
100,30,0.10,4.50,0.40,7,100,2090.0
100,30,0.10,4.50,0.40,7,150,2078.0
100,30,0.10,4.50,0.40,7,200,2047.0
100,30,0.10,4.50,0.40,9,50,2143.0
100,30,0.10,4.50,0.40,9,100,2128.0
100,30,0.10,4.50,0.40,9,150,2109.0
100,30,0.10,4.50,0.40,9,200,2064.0
100,30,0.10,4.50,0.40,11,50,2106.0
100,30,0.10,4.50,0.40,11,100,2106.0
100,30,0.10,4.50,0.40,11,150,2055.0
100,30,0.10,4.50,0.40,11,200,2055.0
100,30,0.10,4.50,0.40,13,50,2123.0
100,30,0.10,4.50,0.40,13,100,2123.0
100,30,0.10,4.50,0.40,13,150,2050.0
100,30,0.10,4.50,0.40,13,200,2050.0
100,30,0.10,4.50,0.50,1,50,2108.0
100,30,0.10,4.50,0.50,1,100,2108.0
100,30,0.10,4.50,0.50,1,150,2108.0
100,30,0.10,4.50,0.50,1,200,2035.0
100,30,0.10,4.50,0.50,3,50,2145.0
100,30,0.10,4.50,0.50,3,100,2136.0
100,30,0.10,4.50,0.50,3,150,2083.0
100,30,0.10,4.50,0.50,3,200,2083.0
100,30,0.10,4.50,0.50,5,50,2175.0
100,30,0.10,4.50,0.50,5,100,2092.0
100,30,0.10,4.50,0.50,5,150,2092.0
100,30,0.10,4.50,0.50,5,200,2092.0
100,30,0.10,4.50,0.50,7,50,2194.0
100,30,0.10,4.50,0.50,7,100,2122.0
100,30,0.10,4.50,0.50,7,150,2097.0
100,30,0.10,4.50,0.50,7,200,2097.0
100,30,0.10,4.50,0.50,9,50,2084.0
100,30,0.10,4.50,0.50,9,100,2084.0
100,30,0.10,4.50,0.50,9,150,2044.0
100,30,0.10,4.50,0.50,9,200,2044.0
100,30,0.10,4.50,0.50,11,50,2120.0
100,30,0.10,4.50,0.50,11,100,2120.0
100,30,0.10,4.50,0.50,11,150,2101.0
100,30,0.10,4.50,0.50,11,200,2099.0
100,30,0.10,4.50,0.50,13,50,2151.0
100,30,0.10,4.50,0.50,13,100,2093.0
100,30,0.10,4.50,0.50,13,150,2082.0
100,30,0.10,4.50,0.50,13,200,2066.0
100,30,0.10,4.50,0.60,1,50,2131.0
100,30,0.10,4.50,0.60,1,100,2131.0
100,30,0.10,4.50,0.60,1,150,2102.0
100,30,0.10,4.50,0.60,1,200,2102.0
100,30,0.10,4.50,0.60,3,50,2174.0
100,30,0.10,4.50,0.60,3,100,2124.0
100,30,0.10,4.50,0.60,3,150,2101.0
100,30,0.10,4.50,0.60,3,200,2101.0
100,30,0.10,4.50,0.60,5,50,2183.0
100,30,0.10,4.50,0.60,5,100,2121.0
100,30,0.10,4.50,0.60,5,150,2121.0
100,30,0.10,4.50,0.60,5,200,2121.0
100,30,0.10,4.50,0.60,7,50,2177.0
100,30,0.10,4.50,0.60,7,100,2130.0
100,30,0.10,4.50,0.60,7,150,2130.0
100,30,0.10,4.50,0.60,7,200,2126.0
100,30,0.10,4.50,0.60,9,50,2172.0
100,30,0.10,4.50,0.60,9,100,2089.0
100,30,0.10,4.50,0.60,9,150,2089.0
100,30,0.10,4.50,0.60,9,200,2089.0
100,30,0.10,4.50,0.60,11,50,2103.0
100,30,0.10,4.50,0.60,11,100,2103.0
100,30,0.10,4.50,0.60,11,150,2103.0
100,30,0.10,4.50,0.60,11,200,2103.0
100,30,0.10,4.50,0.60,13,50,2166.0
100,30,0.10,4.50,0.60,13,100,2124.0
100,30,0.10,4.50,0.60,13,150,2124.0
100,30,0.10,4.50,0.60,13,200,2073.0
100,30,0.10,4.50,0.70,1,50,2181.0
100,30,0.10,4.50,0.70,1,100,2167.0
100,30,0.10,4.50,0.70,1,150,2158.0
100,30,0.10,4.50,0.70,1,200,2126.0
100,30,0.10,4.50,0.70,3,50,2099.0
100,30,0.10,4.50,0.70,3,100,2099.0
100,30,0.10,4.50,0.70,3,150,2099.0
100,30,0.10,4.50,0.70,3,200,2099.0
100,30,0.10,4.50,0.70,5,50,2174.0
100,30,0.10,4.50,0.70,5,100,2168.0
100,30,0.10,4.50,0.70,5,150,2163.0
100,30,0.10,4.50,0.70,5,200,2163.0
100,30,0.10,4.50,0.70,7,50,2191.0
100,30,0.10,4.50,0.70,7,100,2167.0
100,30,0.10,4.50,0.70,7,150,2133.0
100,30,0.10,4.50,0.70,7,200,2133.0
100,30,0.10,4.50,0.70,9,50,2168.0
100,30,0.10,4.50,0.70,9,100,2168.0
100,30,0.10,4.50,0.70,9,150,2135.0
100,30,0.10,4.50,0.70,9,200,2135.0
100,30,0.10,4.50,0.70,11,50,2219.0
100,30,0.10,4.50,0.70,11,100,2182.0
100,30,0.10,4.50,0.70,11,150,2182.0
100,30,0.10,4.50,0.70,11,200,2140.0
100,30,0.10,4.50,0.70,13,50,2205.0
100,30,0.10,4.50,0.70,13,100,2183.0
100,30,0.10,4.50,0.70,13,150,2174.0
100,30,0.10,4.50,0.70,13,200,2124.0
100,30,0.10,4.50,0.80,1,50,2265.0
100,30,0.10,4.50,0.80,1,100,2137.0
100,30,0.10,4.50,0.80,1,150,2137.0
100,30,0.10,4.50,0.80,1,200,2125.0
100,30,0.10,4.50,0.80,3,50,2177.0
100,30,0.10,4.50,0.80,3,100,2177.0
100,30,0.10,4.50,0.80,3,150,2120.0
100,30,0.10,4.50,0.80,3,200,2120.0
100,30,0.10,4.50,0.80,5,50,2222.0
100,30,0.10,4.50,0.80,5,100,2196.0
100,30,0.10,4.50,0.80,5,150,2196.0
100,30,0.10,4.50,0.80,5,200,2163.0
100,30,0.10,4.50,0.80,7,50,2179.0
100,30,0.10,4.50,0.80,7,100,2179.0
100,30,0.10,4.50,0.80,7,150,2133.0
100,30,0.10,4.50,0.80,7,200,2133.0
100,30,0.10,4.50,0.80,9,50,2182.0
100,30,0.10,4.50,0.80,9,100,2182.0
